ID,Date Customer,Birth Year,Generation,Age,Education,Marital Status,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat Products,Fish Products,Sweet Products,Gold Products,Total Spending,Web Visits,Web Purchases,Catalog Purchases,Store Purchases,Deals Purchases,Campaign 1,Campaign 2,Campaign 3,Campaign 4,Campaign 5,Complain,Response
2004,2013-09-18,1969,Gen X,44,Bachelor,Single,72679.0,0,1,65,619,54,260,127,54,54,1168,1,4,7,5,1,0,0,0,0,0,0,0
4769,2014-06-18,1977,Gen X,37,Master,Together,57954.0,1,1,52,456,4,24,0,0,9,493,7,8,2,6,7,0,0,0,1,0,0,0
4437,2013-04-24,1962,Baby Boomer,51,Bachelor,Married,65316.0,1,1,65,112,6,92,3,9,38,260,4,3,2,5,2,0,0,0,0,0,0,0
8724,2013-06-17,1982,Millenials,31,Bachelor,Single,28567.0,1,0,57,11,3,22,2,2,6,46,6,2,0,3,2,0,0,0,0,0,0,0
10741,2013-04-11,1951,Baby Boomer,62,Master,Together,47352.0,0,1,70,172,12,112,8,0,15,319,7,6,1,5,4,0,0,0,0,0,0,0
1991,2014-01-18,1967,Gen X,47,Bachelor,Together,44931.0,0,1,0,78,0,11,0,0,7,96,5,2,1,3,1,0,0,0,0,0,0,0
6931,2014-02-15,1967,Gen X,47,Bachelor,Divorced,76982.0,0,0,19,464,151,292,65,60,30,1062,4,8,3,4,1,0,0,0,0,1,0,1
11096,2013-08-08,1952,Baby Boomer,61,Master,Together,57247.0,0,1,50,99,4,32,37,54,6,232,2,2,1,7,2,0,0,0,0,0,0,0
304,2013-12-23,1981,Millenials,32,Master,Single,22944.0,1,0,67,19,3,19,4,5,26,76,7,3,0,3,3,0,0,0,0,0,0,0
3665,2013-11-07,1977,Gen X,36,Master,Together,25315.0,1,0,46,1,9,8,11,3,22,54,8,3,0,3,3,0,0,0,0,0,0,0
10591,2012-08-06,1969,Gen X,43,Bachelor,Widow,43638.0,0,1,37,63,10,83,7,19,19,201,7,4,1,4,2,0,0,0,0,0,0,0
5036,2012-11-28,1984,Millenials,28,PhD,Single,42710.0,1,0,38,252,3,42,4,3,102,406,6,4,5,3,2,0,0,0,0,0,0,0
5547,2013-08-07,1982,Millenials,31,PhD,Married,84169.0,0,0,9,1478,19,403,0,19,0,1919,3,7,6,6,1,0,0,0,1,1,0,1
7822,2013-06-04,1976,Gen X,37,Bachelor,Together,54058.0,0,1,56,198,18,252,32,108,54,662,3,4,6,8,2,0,0,0,0,0,0,0
8541,2014-03-08,1990,Millenials,24,Master,Married,24683.0,1,0,98,8,4,10,6,7,6,41,5,2,0,4,2,0,0,0,0,0,0,0
10955,2014-01-07,1964,Baby Boomer,50,Bachelor,Widow,85620.0,0,0,68,416,46,925,60,107,46,1600,1,3,6,4,1,0,0,0,0,0,0,1
4368,2013-12-03,1980,Gen X,33,Bachelor,Married,47850.0,1,0,72,42,7,43,20,12,10,134,6,3,0,4,1,0,0,0,0,0,0,0
9671,2014-01-26,1968,Gen X,46,Bachelor,Married,19514.0,1,1,47,14,3,21,2,1,28,69,8,3,1,2,4,0,0,1,0,0,0,1
2256,2014-03-29,1973,Gen X,41,Master,Married,27159.0,1,1,33,17,0,3,0,0,1,21,6,1,0,3,2,0,0,0,0,0,0,0
4279,2014-03-31,1963,Baby Boomer,51,Master,Single,39548.0,1,1,87,15,4,10,3,4,18,54,3,1,1,3,2,0,0,0,0,0,0,0
5371,2014-04-08,1989,Millenials,25,Bachelor,Single,21474.0,1,0,0,6,16,24,11,0,34,91,7,3,1,2,2,0,0,1,0,0,0,1
9240,2014-02-07,1971,Gen X,43,PhD,Single,60504.0,0,1,73,458,0,24,6,4,34,526,6,6,2,8,2,0,0,0,0,0,0,0
9460,2013-04-18,1963,Baby Boomer,50,Bachelor,Married,22419.0,0,0,74,30,3,47,19,21,42,162,8,3,2,2,1,0,0,0,0,0,0,0
9504,2013-11-06,1949,Baby Boomer,64,Master,Married,81698.0,0,0,4,179,28,520,111,123,47,1008,1,3,8,13,1,0,0,0,0,0,0,1
8692,2012-09-12,1952,Baby Boomer,60,Bachelor,Together,43462.0,1,1,50,90,17,97,15,6,15,240,8,4,1,5,6,0,0,0,0,0,0,0
448,2013-03-01,1978,Gen X,35,PhD,Single,54880.0,1,0,57,308,85,137,102,45,118,795,5,6,2,11,2,0,0,0,0,0,0,0
8314,2013-04-05,1982,Millenials,31,Bachelor,Married,79908.0,0,0,30,557,129,761,29,185,111,1772,2,5,6,7,1,0,0,0,0,1,0,0
8420,2013-08-03,1970,Gen X,43,Master,Married,15315.0,0,0,27,7,4,13,15,8,17,64,5,2,0,4,2,0,0,0,0,0,0,0
3174,2013-05-22,1959,Baby Boomer,54,Bachelor,Together,87771.0,0,1,61,1492,38,287,50,57,33,1957,6,5,10,4,1,1,1,0,1,1,0,1
7685,2013-09-09,1978,Gen X,35,Bachelor,Married,33039.0,1,0,4,30,8,12,8,8,12,78,5,2,0,4,1,0,0,0,0,0,0,0
3179,2013-06-16,1980,Gen X,33,Bachelor,Single,81741.0,0,0,75,249,153,940,58,134,38,1572,2,6,6,7,0,0,0,0,0,0,0,0
9780,2013-06-25,1971,Gen X,42,Master,Together,71499.0,0,1,12,465,25,132,136,0,37,795,4,8,3,13,2,0,0,0,0,0,0,0
10681,2014-01-15,1970,Gen X,44,Master,Married,62466.0,0,1,13,129,129,259,168,121,83,889,4,6,3,12,5,0,0,0,0,0,0,0
10232,2013-11-05,1963,Baby Boomer,50,PhD,Divorced,48799.0,0,1,9,174,18,81,28,6,24,331,3,3,2,7,3,0,0,0,0,0,0,0
4184,2014-06-07,1950,Baby Boomer,64,PhD,Together,52157.0,0,1,48,189,2,29,3,2,40,265,4,3,2,5,2,0,0,0,0,0,0,0
9120,2012-12-05,1962,Baby Boomer,50,Bachelor,Single,66565.0,0,1,80,747,10,161,65,40,42,1065,8,4,2,9,4,0,0,0,0,0,0,0
891,2013-09-07,1951,Baby Boomer,62,Master,Together,29298.0,1,1,60,6,0,2,2,0,1,11,5,1,0,2,1,0,0,0,0,0,0,0
10381,2013-07-05,1979,Gen X,34,Bachelor,Single,47691.0,0,1,43,14,0,3,0,0,4,21,6,1,0,2,1,0,0,0,0,0,0,0
3525,2012-12-07,1970,Gen X,42,Bachelor,Together,38200.0,1,1,19,12,0,4,0,0,1,17,7,1,0,2,1,0,0,0,0,0,0,0
6818,2012-09-12,1974,Gen X,38,Bachelor,Married,44989.0,0,1,26,98,0,106,49,10,106,369,6,5,1,5,5,0,0,0,0,0,0,0
3526,2014-01-27,1968,Gen X,46,PhD,Married,38443.0,1,1,58,32,0,5,0,0,1,38,7,1,0,3,2,0,0,0,0,0,0,0
8181,2013-09-13,1978,Gen X,35,Master,Single,38593.0,1,0,42,51,12,49,17,24,24,177,8,4,1,3,3,0,0,0,0,0,0,0
1029,2013-08-01,1970,Gen X,43,PhD,Together,64413.0,0,1,27,200,5,44,0,10,20,279,5,5,1,5,1,0,0,0,0,0,0,0
7369,2013-10-02,1981,Millenials,32,Master,Married,36959.0,1,0,56,25,6,25,6,0,0,62,8,2,0,3,2,0,0,0,0,0,0,0
2574,2013-01-31,1977,Gen X,36,PhD,Married,61996.0,0,1,27,1050,12,144,0,0,24,1230,5,6,4,8,3,1,1,0,1,0,0,1
8159,2014-04-01,1968,Gen X,46,Bachelor,Married,51287.0,1,1,10,117,0,22,13,0,30,182,7,4,1,3,3,0,0,0,0,0,0,0
1160,2013-08-23,1970,Gen X,43,Bachelor,Married,13260.0,1,1,48,9,4,17,10,2,7,49,8,3,0,3,4,0,0,0,0,0,0,0
10242,2013-09-16,1966,Gen X,47,PhD,Together,47472.0,1,1,39,56,0,11,0,0,8,75,5,2,0,4,2,0,0,0,0,0,0,0
5253,2013-07-09,1956,Baby Boomer,57,Master,Together,54603.0,1,1,85,145,13,46,17,2,4,227,7,4,2,4,6,0,0,0,0,0,0,0
5966,2012-11-10,1974,Gen X,38,PhD,Married,45207.0,1,1,64,203,0,10,0,0,2,215,6,3,1,6,5,0,0,0,1,0,0,0
5081,2013-10-20,1967,Gen X,46,Master,Together,47821.0,1,1,54,9,0,16,6,6,10,47,8,1,0,3,1,0,0,0,0,0,0,0
5123,2013-04-15,1951,Baby Boomer,62,Master,Married,27450.0,0,0,57,37,12,23,8,11,52,143,7,2,1,3,1,0,0,0,0,0,0,0
5756,2014-04-03,1983,Millenials,31,Bachelor,Together,39453.0,1,0,64,46,0,7,0,0,2,55,6,2,0,3,2,0,0,0,0,0,0,0
8036,2014-04-18,1971,Gen X,43,Master,Together,26850.0,1,1,10,31,1,13,7,2,9,63,4,2,1,4,4,0,0,0,0,0,0,0
9058,2012-09-23,1955,Baby Boomer,57,Bachelor,Widow,79800.0,0,0,65,1060,21,530,32,0,224,1867,3,5,11,5,1,1,0,1,0,1,0,1
5057,2013-09-14,1961,Baby Boomer,52,Master,Married,61794.0,0,1,74,264,47,188,54,47,11,611,2,4,4,10,2,0,0,0,0,0,0,0
254,2014-05-17,1955,Baby Boomer,59,Bachelor,Together,53863.0,0,1,4,399,4,30,6,4,30,473,7,7,1,7,3,0,0,0,1,0,0,0
4179,2013-08-20,1959,Baby Boomer,54,Bachelor,Together,24221.0,0,0,94,8,9,9,2,5,22,55,4,1,1,3,1,0,0,0,0,0,0,0
3710,2012-10-12,1984,Millenials,28,PhD,Single,39684.0,1,0,41,19,0,35,6,4,17,81,7,2,1,2,2,0,0,0,0,0,1,1
7627,2012-12-12,1975,Gen X,37,Master,Married,92163.0,0,0,25,817,183,797,106,163,20,2086,2,5,11,5,0,1,0,0,0,1,0,1
4501,2013-11-10,1965,Gen X,48,Master,Single,69882.0,0,0,94,292,127,635,132,127,165,1478,1,3,7,9,1,0,0,0,0,0,0,0
6424,2014-01-30,1977,Gen X,37,Bachelor,Together,33178.0,1,0,9,12,6,2,11,2,16,49,4,1,0,3,1,0,0,0,0,0,0,0
3075,2013-09-11,1972,Gen X,41,PhD,Married,59973.0,0,0,47,130,30,168,20,34,0,382,1,3,4,7,1,0,0,0,0,0,0,0
4992,2013-09-19,1975,Gen X,38,Master,Together,17459.0,1,0,12,6,4,16,3,10,30,69,7,3,1,2,3,0,0,0,0,0,0,1
5252,2012-10-26,1969,Gen X,43,Bachelor,Divorced,23910.0,1,0,80,16,12,18,7,1,13,67,7,2,0,3,1,0,0,0,0,0,0,0
7444,2013-10-19,1969,Gen X,44,Master,Married,42169.0,1,1,20,19,0,9,0,0,2,30,8,1,0,3,2,0,0,0,0,0,0,0
6919,2013-06-04,1978,Gen X,35,Master,Married,26224.0,1,0,39,4,7,15,13,9,15,63,6,2,1,3,3,0,0,0,0,0,0,0
3537,2012-08-17,1981,Millenials,31,Bachelor,Together,31089.0,1,0,57,31,3,31,2,8,4,79,8,3,0,4,3,0,0,0,0,0,0,0
10277,2013-02-21,1961,Baby Boomer,52,Bachelor,Single,30081.0,0,1,27,36,0,2,0,0,4,42,7,1,0,3,1,0,0,0,0,0,0,0
2453,2012-08-31,1960,Baby Boomer,52,Bachelor,Together,62807.0,0,1,83,526,28,135,10,21,99,819,5,5,3,12,3,0,0,0,0,0,0,0
7972,2013-09-17,1955,Baby Boomer,58,Bachelor,Single,72906.0,0,0,79,400,32,519,71,75,54,1151,1,3,4,9,1,0,0,0,0,0,0,0
895,2012-12-09,1948,Baby Boomer,64,PhD,Married,61467.0,0,2,69,410,16,114,0,5,49,594,5,5,2,10,3,0,0,0,0,0,0,0
1177,2013-01-26,1966,Gen X,47,Master,Together,49618.0,1,1,77,80,3,26,4,2,14,129,7,3,1,3,4,0,0,0,0,0,0,0
7141,2012-12-29,1986,Millenials,26,Master,Single,21888.0,1,0,15,88,10,46,2,3,64,213,10,5,1,2,4,0,0,0,0,0,0,1
8477,2013-03-11,1956,Baby Boomer,57,Bachelor,Divorced,26150.0,2,1,61,5,1,13,3,5,1,28,7,1,0,3,1,0,0,0,0,0,0,0
2457,2012-10-26,1975,Gen X,37,Basic,Married,30801.0,0,1,23,8,4,5,15,2,11,45,7,1,0,3,2,0,0,0,0,0,0,0
988,2014-05-07,1965,Gen X,49,Bachelor,Married,81168.0,0,0,84,410,0,592,147,22,22,1193,3,6,4,7,1,1,0,0,0,0,0,0
7930,2013-08-19,1969,Gen X,44,Master,Single,26877.0,0,0,74,101,13,76,20,18,40,268,6,3,1,6,2,0,0,0,0,0,0,0
4587,2013-07-18,1944,Silent Gen,69,Master,Widow,45006.0,0,0,90,162,25,53,16,0,10,266,3,3,1,7,1,0,0,0,0,0,0,0
6682,2012-12-11,1973,Gen X,39,Basic,Married,18978.0,1,0,41,2,8,1,4,7,15,37,8,1,0,3,1,0,0,0,0,0,0,0
10299,2012-11-09,1969,Gen X,43,PhD,Single,48240.0,0,0,73,389,91,248,64,49,41,882,5,6,3,13,3,0,0,0,0,0,0,1
3083,2013-07-26,1974,Gen X,39,Bachelor,Married,45837.0,1,1,88,215,13,87,17,17,24,373,7,6,2,5,5,0,0,0,0,0,0,0
8953,2013-05-06,1965,Gen X,48,Master,Single,35791.0,2,1,94,27,0,5,0,0,3,35,8,1,0,3,2,0,0,0,0,0,0,0
8650,2013-03-18,1978,Gen X,35,Bachelor,Widow,54162.0,1,1,31,5,6,10,6,5,10,42,4,1,0,3,1,0,0,0,0,0,0,0
10862,2012-08-17,1960,Baby Boomer,52,Master,Married,30522.0,0,1,6,179,8,83,19,11,26,326,2,1,2,9,5,0,0,0,0,0,0,0
2782,2013-07-11,1961,Baby Boomer,52,PhD,Married,54456.0,0,1,23,352,0,27,10,0,15,404,6,6,1,7,3,0,0,0,0,0,0,0
6941,2013-07-14,1971,Gen X,42,Bachelor,Single,31632.0,0,0,92,17,8,12,11,15,32,95,7,2,1,2,1,0,0,0,0,0,0,0
10972,2014-03-10,1949,Baby Boomer,65,Bachelor,Widow,72298.0,0,0,52,625,35,169,58,17,35,939,1,4,3,6,1,0,0,0,1,1,0,0
10708,2013-12-28,1978,Gen X,35,Master,Single,36975.0,1,0,50,10,6,11,0,4,2,33,7,1,0,3,1,0,0,0,0,0,0,0
6583,2013-06-03,1955,Baby Boomer,58,Master,Married,72635.0,0,0,54,390,22,323,104,35,107,981,3,6,8,6,1,1,0,0,0,0,0,0
3641,2013-01-20,1976,Gen X,37,Bachelor,Married,13624.0,1,0,93,10,2,15,2,1,6,36,6,2,0,3,2,0,0,0,0,0,0,0
10156,2013-06-03,1975,Gen X,38,Bachelor,Single,84196.0,0,1,56,215,63,507,231,31,190,1237,3,8,4,7,1,0,0,0,0,0,0,0
4299,2012-09-21,1960,Baby Boomer,52,Bachelor,Together,70971.0,0,1,28,1001,17,572,93,125,17,1825,7,11,11,5,7,0,0,0,0,0,0,1
3469,2012-09-06,1977,Gen X,35,PhD,Divorced,34487.0,1,1,94,19,18,33,24,1,8,103,9,3,0,3,3,0,0,0,0,0,0,0
5063,2012-12-18,1977,Gen X,35,Bachelor,Single,28769.0,1,0,76,41,5,129,10,3,3,191,9,4,1,4,3,0,0,0,0,0,0,0
10727,2013-11-19,1970,Gen X,43,PhD,Married,69084.0,1,0,43,1181,107,199,39,30,30,1586,8,7,3,13,2,0,0,0,0,0,0,0
9624,2014-06-13,1958,Baby Boomer,56,PhD,Together,65488.0,0,0,46,603,45,207,36,18,54,963,1,3,4,6,1,0,0,0,0,0,0,0
4376,2014-02-15,1960,Baby Boomer,54,Master,Single,32218.0,0,0,27,10,24,15,13,1,30,93,7,2,1,3,1,0,0,1,0,0,0,1
8923,2013-04-18,1973,Gen X,40,Bachelor,Single,83917.0,0,0,12,514,22,732,42,198,79,1587,3,6,7,7,1,0,0,0,0,0,0,1
8461,2014-03-10,1962,Baby Boomer,52,Bachelor,Divorced,46102.0,2,1,3,14,0,1,0,0,1,16,7,1,0,2,1,0,0,0,0,0,0,0
6945,2013-06-04,1952,Baby Boomer,61,Bachelor,Single,84574.0,0,0,72,387,20,713,38,54,163,1375,5,9,11,11,1,0,0,0,0,0,0,0
944,2013-01-08,1962,Baby Boomer,51,Bachelor,Married,56181.0,0,1,6,121,103,69,8,44,48,393,4,4,2,7,1,0,0,0,0,0,0,0
1907,2012-09-28,1950,Baby Boomer,62,Master,Divorced,63120.0,0,1,53,965,69,279,54,41,69,1477,7,8,4,9,5,0,0,0,0,0,0,1
701,2013-11-06,1971,Gen X,42,Bachelor,Married,73691.0,0,1,58,707,21,250,85,43,73,1179,2,6,2,8,2,0,0,1,0,0,0,0
4149,2014-05-13,1948,Baby Boomer,66,PhD,Together,76140.0,0,0,57,586,66,653,17,0,26,1348,2,5,9,6,1,0,0,0,0,0,0,0
2131,2012-12-30,1959,Baby Boomer,53,PhD,Divorced,62859.0,0,1,37,1063,89,102,16,12,25,1307,6,9,4,6,4,0,0,0,0,0,0,0
2942,2013-05-07,1964,Baby Boomer,49,Bachelor,Single,45906.0,0,1,20,305,3,27,4,3,144,486,5,5,4,4,2,0,0,1,0,0,0,0
1173,2013-03-10,1947,Baby Boomer,66,Master,Together,77632.0,0,0,73,1200,105,758,0,42,147,2252,2,4,2,6,1,0,0,0,1,1,0,1
4381,2013-08-18,1971,Gen X,42,PhD,Married,46463.0,1,1,56,163,2,40,8,11,11,235,6,3,1,6,7,0,0,0,0,0,0,0
4611,2013-01-21,1970,Gen X,43,Bachelor,Together,105471.0,0,0,36,1009,181,104,202,21,207,1724,3,9,8,13,0,1,0,0,0,1,0,1
3376,2013-12-13,1970,Gen X,43,Master,Divorced,55282.0,1,0,9,125,6,73,8,4,19,235,4,3,1,6,1,0,0,0,0,0,0,0
4679,2014-05-23,1977,Gen X,37,Master,Married,78710.0,0,1,42,721,0,152,119,50,50,1092,4,7,6,12,3,0,0,0,0,0,0,0
10928,2013-09-16,1958,Baby Boomer,55,Bachelor,Together,66886.0,0,1,28,315,4,62,41,31,146,599,5,7,1,7,2,0,0,0,0,0,0,0
4248,2014-02-17,1960,Baby Boomer,54,Master,Single,98777.0,0,0,23,1000,19,711,125,115,38,2008,1,4,6,9,0,0,0,0,1,0,0,0
6728,2012-08-27,1985,Millenials,27,Bachelor,Together,29103.0,1,0,38,16,0,17,6,3,6,48,9,1,0,3,2,0,0,0,0,0,0,0
6661,2012-08-12,1974,Gen X,38,Bachelor,Married,67445.0,0,1,63,757,80,217,29,80,11,1174,6,9,6,12,5,0,0,0,0,0,0,0
4725,2014-04-13,1950,Baby Boomer,64,PhD,Together,50616.0,0,1,71,30,2,25,0,1,9,67,2,1,1,4,1,0,0,0,0,0,0,0
3277,2012-08-03,1955,Baby Boomer,57,Bachelor,Divorced,49431.0,0,1,9,219,3,100,26,0,17,365,8,7,1,5,2,0,0,0,0,0,0,0
2564,2014-01-04,1953,Baby Boomer,61,Bachelor,Together,61278.0,0,1,87,111,3,28,2,6,15,165,6,3,1,4,2,0,0,0,0,0,0,0
3867,2013-08-31,1947,Baby Boomer,66,PhD,Together,73059.0,0,1,36,410,112,420,0,82,71,1095,4,9,3,13,1,0,0,0,0,0,0,0
6940,2013-10-21,1966,Gen X,47,PhD,Single,46734.0,1,2,86,100,1,39,6,1,76,223,6,3,2,3,4,0,0,1,0,0,0,0
55,2012-12-07,1963,Baby Boomer,49,Bachelor,Together,56253.0,0,1,83,509,0,65,7,11,5,597,6,7,2,9,4,0,0,0,0,0,0,0
5084,2013-12-25,1975,Gen X,38,Bachelor,Widow,58330.0,0,1,87,445,53,213,104,98,151,1064,4,6,4,13,1,0,0,0,0,0,0,0
1777,2012-09-07,1980,Gen X,32,Basic,Married,25965.0,0,0,29,2,2,11,41,7,11,74,8,2,0,3,1,0,0,0,0,0,0,0
8162,2013-01-01,1956,Baby Boomer,57,Master,Together,14661.0,0,0,88,4,1,11,6,2,2,26,6,1,0,3,1,0,0,0,0,0,0,0
10826,2012-12-28,1959,Baby Boomer,53,Bachelor,Married,18690.0,0,0,77,6,1,7,23,4,19,60,8,1,1,2,1,0,0,0,0,0,0,0
8754,2013-05-16,1974,Gen X,39,PhD,Together,45068.0,0,1,25,14,0,3,0,0,3,20,7,1,0,2,1,0,0,0,0,0,0,0
1987,2013-09-25,1987,Millenials,26,Basic,Single,21063.0,1,0,34,1,10,11,19,3,15,59,6,2,0,3,2,0,0,0,0,0,0,0
11007,2013-05-09,1968,Gen X,45,PhD,Married,29187.0,1,0,43,26,0,6,0,0,2,34,8,1,0,3,1,0,0,0,0,0,0,0
7426,2013-11-07,1971,Gen X,42,Master,Married,54690.0,1,1,76,111,16,37,7,9,18,198,3,3,1,5,3,0,0,0,0,0,0,0
9153,2013-07-29,1964,Baby Boomer,49,PhD,Married,59304.0,0,1,81,418,61,428,80,51,10,1048,5,7,8,10,3,0,0,0,0,0,0,0
10379,2013-11-08,1962,Baby Boomer,51,Master,Single,59247.0,0,2,87,327,9,122,19,14,83,574,6,5,2,9,5,0,0,0,0,0,0,0
9204,2012-09-12,1970,Gen X,42,Bachelor,Widow,66731.0,0,1,33,371,159,194,58,106,141,1029,3,4,3,6,4,0,0,0,0,0,0,0
3197,2013-12-16,1980,Gen X,33,Bachelor,Married,77353.0,0,1,38,275,59,107,69,101,59,670,4,6,4,8,2,0,0,0,0,0,0,0
6961,2014-05-22,1974,Gen X,40,Bachelor,Married,26751.0,2,0,26,1,1,5,0,3,1,11,8,1,0,2,1,0,0,0,0,0,0,0
4673,2012-10-30,1963,Baby Boomer,49,PhD,Married,81300.0,0,1,17,1004,12,145,32,12,36,1241,5,10,3,5,3,1,0,0,0,0,0,1
9937,2014-01-02,1979,Gen X,35,Bachelor,Single,70337.0,0,0,75,187,81,149,25,43,91,576,1,2,2,12,1,0,0,0,0,0,0,0
8779,2013-06-16,1985,Millenials,28,Master,Married,36145.0,1,0,13,56,4,76,17,1,18,172,9,4,1,3,4,0,0,1,0,0,0,1
9596,2013-12-23,1980,Gen X,33,PhD,Single,65295.0,0,0,19,365,32,117,34,110,6,664,2,3,3,13,1,0,0,0,0,0,0,0
2891,2013-10-18,1963,Baby Boomer,50,Bachelor,Divorced,68118.0,0,1,51,595,23,123,10,23,154,928,6,8,9,4,2,0,0,0,0,0,0,0
4910,2012-08-30,1967,Gen X,45,Bachelor,Divorced,68743.0,0,0,81,1132,134,384,175,134,115,2074,7,11,5,13,1,0,0,0,0,0,0,0
75,2013-07-25,1982,Millenials,31,Master,Together,41039.0,0,0,32,34,11,137,179,61,45,467,8,8,1,5,1,0,0,0,0,0,0,0
10120,2013-10-24,1955,Baby Boomer,58,Bachelor,Together,38946.0,0,1,84,116,6,82,6,6,41,257,5,3,1,6,2,0,0,0,0,0,0,0
6327,2013-12-19,1967,Gen X,46,Bachelor,Together,65777.0,0,0,87,565,32,435,28,32,54,1146,1,2,8,6,1,0,0,0,0,0,0,0
10142,2013-03-07,1976,Gen X,37,PhD,Divorced,66476.0,0,1,99,372,18,126,47,48,78,689,4,5,2,11,2,0,0,0,0,0,0,0
9826,2012-09-12,1972,Gen X,40,PhD,Single,86857.0,0,0,96,899,102,838,133,102,40,2114,2,5,6,10,1,0,0,0,0,0,0,1
10767,2014-05-16,1989,Millenials,25,PhD,Together,77845.0,0,0,40,760,40,480,0,40,26,1346,1,3,5,12,1,1,0,0,0,1,0,0
7279,2013-09-30,1969,Gen X,44,PhD,Together,69476.0,0,0,3,260,86,559,63,9,67,1044,2,4,6,4,1,0,0,0,0,0,0,0
7230,2012-10-04,1960,Baby Boomer,52,PhD,Divorced,50611.0,0,1,98,459,0,24,6,0,4,493,6,4,5,7,6,0,0,0,1,0,0,1
143,2013-08-25,1970,Gen X,43,Bachelor,Single,61209.0,0,0,73,466,0,224,119,49,99,957,2,5,3,4,1,0,0,0,0,0,0,0
450,2013-07-12,1958,Baby Boomer,55,Master,Together,42315.0,0,1,90,67,15,80,17,11,80,270,3,1,4,4,3,0,0,0,0,0,0,0
9316,2013-11-02,1952,Baby Boomer,61,Basic,Together,13084.0,0,0,29,2,0,7,3,7,10,29,6,1,0,3,1,0,0,0,0,0,0,0
6379,2013-05-29,1949,Baby Boomer,64,Master,Widow,47570.0,1,1,3,67,1,20,0,2,31,121,7,2,2,2,3,0,0,0,0,0,0,1
9239,2013-07-26,1961,Baby Boomer,52,Master,Married,61923.0,0,2,94,92,4,18,3,3,6,126,3,2,1,4,1,0,0,0,0,0,0,0
8315,2014-03-26,1995,Millenials,19,Bachelor,Single,34824.0,0,0,65,4,2,11,2,0,4,23,6,1,0,2,1,0,0,0,0,0,0,0
2868,2013-04-08,1949,Baby Boomer,64,PhD,Single,26518.0,1,1,33,20,1,28,3,3,2,57,8,2,0,3,3,0,0,0,0,0,0,1
10888,2013-11-03,1961,Baby Boomer,52,Bachelor,Single,45938.0,0,0,46,273,11,178,62,83,29,636,6,8,4,6,2,0,0,0,0,0,0,0
1277,2014-04-09,1960,Baby Boomer,54,Bachelor,Together,78468.0,0,0,29,434,22,388,104,22,34,1004,4,10,7,10,1,1,0,0,0,0,0,0
9977,2013-09-17,1973,Gen X,40,Bachelor,Divorced,78901.0,0,1,99,321,11,309,33,26,34,734,4,9,3,5,3,0,0,0,0,0,0,0
10196,2014-03-12,1978,Gen X,36,Bachelor,Married,71427.0,2,0,26,212,123,177,15,64,23,614,4,8,2,8,2,0,0,0,0,0,0,0
6384,2014-02-11,1978,Gen X,36,Bachelor,Divorced,71022.0,0,1,30,909,12,278,0,12,242,1453,8,5,2,11,3,0,0,1,0,0,0,0
8029,2014-04-29,1988,Millenials,26,Master,Single,90247.0,0,0,27,1184,32,352,21,16,16,1621,1,3,4,7,1,1,0,0,1,1,0,1
968,2013-12-26,1968,Gen X,45,Master,Divorced,41335.0,1,0,24,112,19,21,16,14,5,187,7,4,1,4,3,0,0,0,0,0,0,0
4472,2014-06-27,1970,Gen X,44,PhD,Divorced,35682.0,1,0,34,23,0,8,6,2,18,57,2,1,1,3,1,0,0,0,0,0,0,0
6991,2013-04-10,1951,Baby Boomer,62,Bachelor,Divorced,43185.0,0,1,88,537,6,42,16,6,30,637,8,9,3,6,2,0,0,0,0,0,0,0
3336,2013-11-21,1948,Baby Boomer,65,PhD,Together,66375.0,0,1,96,712,0,45,0,0,191,948,7,2,4,5,3,0,0,1,0,0,0,0
1940,2013-07-12,1986,Millenials,27,Bachelor,Married,25252.0,1,0,26,1,3,4,2,2,6,18,8,1,0,2,1,0,0,0,0,0,0,0
1272,2012-10-21,1965,Gen X,47,Master,Single,55250.0,0,1,49,664,58,83,32,0,66,903,5,7,5,10,4,0,0,0,0,0,0,0
1388,2013-02-20,1975,Gen X,38,Bachelor,Single,33249.0,1,0,11,6,10,21,19,14,42,112,6,2,1,3,2,0,0,0,0,0,0,0
1044,2013-05-14,1953,Baby Boomer,60,Bachelor,Together,58398.0,0,0,44,299,5,201,21,21,49,596,4,5,4,8,3,0,0,0,0,0,0,0
6969,2013-08-07,1982,Millenials,31,Bachelor,Together,50272.0,1,0,75,99,13,66,43,8,4,233,7,4,1,5,3,0,0,0,0,0,0,0
10479,2012-12-07,1975,Gen X,37,PhD,Married,76618.0,0,0,64,749,40,294,121,160,147,1511,1,3,2,5,1,0,0,0,0,0,0,0
3619,2012-09-23,1960,Baby Boomer,52,Master,Divorced,87305.0,0,0,19,345,25,501,63,138,80,1152,2,5,3,8,1,0,0,0,0,1,0,1
1715,2013-02-11,1978,Gen X,35,Bachelor,Together,25851.0,1,0,45,9,4,18,7,5,5,48,7,2,0,3,2,0,0,0,0,0,0,0
10159,2013-03-31,1970,Gen X,43,Bachelor,Divorced,58710.0,0,1,77,440,81,368,0,122,174,1185,6,11,5,9,6,0,0,0,0,0,0,0
1463,2014-03-29,1958,Baby Boomer,56,Bachelor,Single,45160.0,1,1,9,8,2,5,3,0,3,21,7,1,0,2,1,0,0,0,0,0,0,0
